obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c425,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,clutch size,N,contrast,A,F,319,non-disperser,disperser,222,97,5.2,5.09,mean clutch size,SD,1.376504081,0.930418108,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 5b page 7; raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c424,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,number of fledglings,N,contrast,Y,F,114,non-disperser,disperser,45,69,2.79,3.14,mean number of fledglings,SD,1.653998321,1.632031892,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 5b page 7; raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c425,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,number of fledglings,N,contrast,A,F,319,non-disperser,disperser,222,97,4.01,3.61,mean number of fledglings,SD,1.845649688,1.643295569,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 5b page 7; raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c005,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,clutch size,N,contrast,Y,M,54,non-disperser,disperser,31,23,4.47,4.73,mean clutch size,SD,0.8351646544,0.815291359,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c011,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,clutch size,N,contrast,A,M,308,non-disperser,disperser,220,88,5.19,5.11,mean clutch size,SD,1.186591758,0.938083152,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c005,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,number of fledglings,N,contrast,Y,M,54,non-disperser,disperser,31,23,2.87,3.23,mean number of fledglings,SD,1.503296378,1.486707772,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c011,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,number of fledglings,N,contrast,A,M,308,non-disperser,disperser,220,88,4.33,4.26,mean number of fledglings,SD,2.224859546,1.688549674,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data nov 24, 2023; converted SE to SD"
ARM,NA,Byrne et al. 2022,Nest site fidelity and nesting success of female wild turkeys,,10.1002/wsb.1279,Wildlife Society Bulletin,p187,c426,s107,wild turkey,Meleagris gallopavo,Meleagris gallopavo,Aves,2015-2019,Hattiesburg,Mississippi,"31.327284762114598, -89.29505190390896",N,natural,N,breeding,settlement,nest success,N,gradient,JA,F,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method1,1,correlation,Pearson's correlation,r value,-0.2904362,negative = non-disperser did better than disperser,NA,NA,NA,NA,NA,table 1 page 88,raw data
ARM,SN,Borges et al. 2022,Reproductive benefits associated with dispersal in headwater populations of Trinidadian guppies (Poecilia reticulata),,10.1111/ele.13929,Ecology Letters,p188,c427,s108,trinidadian guppy,Poecilia reticulata,Poecilia reticulata,Actinopterygii,2009-2011,Arima,Trinidad and Tobago,"10.632295301205579, -61.286137352533096",Y,natural,N,natal,settlement,number of offspring,N,contrast,A,F,753,non-disperser,disperser,482,271,1.106675049,1.572445954,mean number of offspring,SD,1.28309111,1.775635884,mean_method,1,linear model,glm,t or z value,1.864,positive = non-disperser did better than disperser,NA,0.062,0.062,NA,NA,figure 3 page 6b,
ARM,SN,Borges et al. 2022,Reproductive benefits associated with dispersal in headwater populations of Trinidadian guppies (Poecilia reticulata),,10.1111/ele.13929,Ecology Letters,p188,c428,s108,trinidadian guppy,Poecilia reticulata,Poecilia reticulata,Actinopterygii,2009-2011,Arima,Trinidad and Tobago,"10.632295301205579, -61.286137352533096",Y,natural,N,natal,settlement,number of offspring,N,contrast,A,M,604,non-disperser,disperser,350,254,0.549640011,2.14602799,mean number of offspring,SD,0.57886896,2.522984946,mean_method,1,linear model,glm,t or z value,1.693,positive = non-disperser did better than disperser,NA,0.09,0.09,NA,NA,figure 3 page 6a,
ARM,NA,Campera et al. 2020,"Unmonitored releases of small animals? The importance of considering natural dispersal, health, and human habituation when releasing a territorial mammal threatened by wildlife trade",,10.1016/j.biocon.2019.108404,Biological Conservation,p189,c429,s143,javan slow loris,Nycticebus javanicus,Nycticebus javanicus,Mammalia,2012-2018,Cipangligaran,Java,"-7.266912456999738, 107.81869980283545",Y,natural,N,natal,prospection,survival,N,gradient,JYA,B,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,correlation_method1,1,correlation,Pearson's correlation,r value,0.1753598,positive = alive farther away than dead,NA,NA,NA,NA,NA,table 2 page 16,author sent raw data
ARM,SN,DiLeo et al. 2022,"Effects of environment and genotype on dispersal differ across departure, transfer and settlement in a butterfly metapopulation",,10.1098/rspb.2022.0322,proceedings of the Royal Society B: Biological Sciences,p190,c430,s144,glanville fritillary butterfly,Melitaea cinxia,Melitaea cinxia,Insecta,2007-2012,Toböle,Finland,"60.3394449342972, 20.027231103851495",Y,natural,N,natal,prospection,survival winter,N,contrast,YA,B,799,non-disperser,disperser,301,498,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,-0.27,negative = non-disperser did better than disperser,NA,0.14,0.14,SE,0.18,table s5 supplement,sample size came from raw data (dryad)
SLPB,ARM,Verhulst & van Eck 1996,Gene flow and immigration rate in an island population of great tits,,10.1046/j.1420-9101.1996.9060771.x,Journal of Evolutionary Biology,p191,c431,s015,great tit,Parus major,Parus major,Aves,1975-1987,Vlieleand,Netherlands,"53.25774864470192, 4.9507227539224505",Y,natural,N,natal,settlement,number of recruits,N,contrast,YA,M,455,non-disperser,disperser,386,69,NA,NA,NA,NA,NA,NA,F_method1,-1,linear model,glim,F value,1.9,positive = non-disperser did better than disperser,1,NS,NA,NA,NA,text page 775,did not indicate breakdown by immigrants and residents so overall sample size was used
SLPB,ARM,Verhulst & van Eck 1996,Gene flow and immigration rate in an island population of great tits,,10.1046/j.1420-9101.1996.9060771.x,Journal of Evolutionary Biology,p191,c432,s015,great tit,Parus major,Parus major,Aves,1975-1987,Vlieleand,Netherlands,"53.25774864470192, 4.9507227539224505",Y,natural,N,natal,settlement,number of recruits,N,contrast,YA,F,493,non-disperser,disperser,360,133,NA,NA,NA,NA,NA,NA,F_method1,-1,linear model,glim,F value,11.8,positive = non-disperser did better than disperser,1,<0.001,0.001,NA,NA,text page 776,did not indicate breakdown by immigrants and residents so overall sample size was used
ARM,NA,Maag et al. 2022,Dispersal Decreases Survival but Increases Reproductive Opportunities for Subordinates in a Cooperative Breeder,,10.1086/719029,The American Naturalist,p192,c433,s132,meerkat,Suricata suricatta,Suricata suricatta,Mammalia,2013-2018,Kuruman River Reserve,South Africa,"-27.442275683234033, 23.436201985688754",Y,natural,N,natal,prospection,survival,N,contrast,JYA,F,92,non-disperser,disperser,55,37,80,45.94594595,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,more metrics available in table 1 page 35; table S1a page 43 supplement
ARM,NA,Maag et al. 2022,Dispersal Decreases Survival but Increases Reproductive Opportunities for Subordinates in a Cooperative Breeder,,10.1086/719029,The American Naturalist,p192,c434,s132,meerkat,Suricata suricatta,Suricata suricatta,Mammalia,2013-2018,Kuruman River Reserve,South Africa,"-27.442275683234033, 23.436201985688754",Y,natural,N,natal,prospection,at least one pup recruited,N,contrast,YA,F,135,non-disperser,disperser,92,43,0.7282609,0.5581395,probability of recruitment,SD,0.4472937,0.5024855,proportion_method2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,dominants
ARM,NA,Maag et al. 2022,Dispersal Decreases Survival but Increases Reproductive Opportunities for Subordinates in a Cooperative Breeder,,10.1086/719029,The American Naturalist,p192,c435,s132,meerkat,Suricata suricatta,Suricata suricatta,Mammalia,2013-2018,Kuruman River Reserve,South Africa,"-27.442275683234033, 23.436201985688754",Y,natural,N,natal,prospection,at least one pup recruited,N,contrast,YA,F,44,non-disperser,disperser,16,28,0.5,0.6071429,probability of recruitment,SD,0.5163978,0.4973475,proportion_method2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,subordinants
ARM,NA,Maag et al. 2022,Dispersal Decreases Survival but Increases Reproductive Opportunities for Subordinates in a Cooperative Breeder,,10.1086/719029,The American Naturalist,p192,c436,s132,meerkat,Suricata suricatta,Suricata suricatta,Mammalia,2013-2018,Kuruman River Reserve,South Africa,"-27.442275683234033, 23.436201985688754",Y,natural,N,natal,settlement,birth rate,N,contrast,JYA,F,667,non-disperser,disperser,443,224,0.2167043,0.1919643,mean birth rate,SD,0.4124652,0.3947272,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,dominants
ARM,NA,Maag et al. 2022,Dispersal Decreases Survival but Increases Reproductive Opportunities for Subordinates in a Cooperative Breeder,,10.1086/719029,The American Naturalist,p192,c437,s132,meerkat,Suricata suricatta,Suricata suricatta,Mammalia,2013-2018,Kuruman River Reserve,South Africa,"-27.442275683234033, 23.436201985688754",Y,natural,N,natal,settlement,birth rate,N,contrast,JYA,F,451,non-disperser,disperser,256,195,0.0625,0.1435897,mean birth rate,SD,0.2425356,0.3515759,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,subordinants
SLPB,ARM,Ostreiher et al. 2022,Actual versus counterfactual fitness consequences of dispersal decisions in a cooperative breeder,,10.1080/03949370.2022.2094469,Ethology Ecology & Evolution,p193,c438,s145,arabian babbler,Argya squamiceps,Argya squamiceps,Aves,1991-2008,Tzukim,Israel,"30.491049937049638, 35.16636118309264",Y,natural,N,breeding,settlement,attained breeding success (individual bred),N,contrast,YA,F,152,non-disperser,disperser,61,91,6.557377049,72.52747253,percent succssfully bred,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 9,breeding success is a binary of whether an individual bred or not the year immediately following dispersal
SLPB,ARM,Ostreiher et al. 2022,Actual versus counterfactual fitness consequences of dispersal decisions in a cooperative breeder,,10.1080/03949370.2022.2094469,Ethology Ecology & Evolution,p193,c439,s145,arabian babbler,Argya squamiceps,Argya squamiceps,Aves,1991-2008,Tzukim,Israel,"30.491049937049638, 35.16636118309264",Y,natural,N,breeding,settlement,attained breeding success (individual bred),N,contrast,YA,M,95,non-disperser,disperser,30,65,3.333333333,67.69230769,percent succssfully bred,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 9,breeding success is a binary of whether an individual bred or not the year immediately following dispersal
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c351,s120,southern fulmar,Fulmarus glacialoides,Fulmarus glacialoides,Aves,1963-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,total number of offspring fledged,N,contrast,A,B,395,non-disperser,disperser,235,160,3.641,3.42,mean number of offspring,SE,1.762916617,1.732928158,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c351,s120,southern fulmar,Fulmarus glacialoides,Fulmarus glacialoides,Aves,1963-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,number of breeding events,N,contrast,A,B,395,non-disperser,disperser,235,160,7.047,7.671,mean number of breeding events,SD,1.440992713,1.606437051,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c351,s120,southern fulmar,Fulmarus glacialoides,Fulmarus glacialoides,Aves,1963-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,breeding success (average number of offspring fledged per breeding attempt,Y,contrast,A,B,395,non-disperser,disperser,235,160,0.517,0.446,mean breeding success,SD,0.2299456458,0.2150348809,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c351,s120,southern fulmar,Fulmarus glacialoides,Fulmarus glacialoides,Aves,1963-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,number of recruits,N,contrast,A,B,395,non-disperser,disperser,235,160,0.528,0.494,mean number of recruits,SD,0.975,0.861,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be SD of the sample"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c352,s146,snow petrel,Pagodroma nivea,Pagodroma nivea,Aves,1990-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,total number of offspring fledged,N,contrast,A,F,158,non-disperser,disperser,63,95,1.253,1.342,mean number of offspring,SD,0.5635450293,0.7894903419,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c352,s146,snow petrel,Pagodroma nivea,Pagodroma nivea,Aves,1990-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,number of breeding events,N,contrast,A,F,158,non-disperser,disperser,63,95,3.806,3.784,mean number of breeding events,SD,0.9048469484,0.9941730232,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
ARM,NA,Barbraud & Delord 2021,Selection against immigrants in wild seabird populations,,10.1111/ele.13624,Ecology Letters,p194,c352,s146,snow petrel,Pagodroma nivea,Pagodroma nivea,Aves,1990-2017,Petrel Island,Antartica,"-66.66169314540909, 140.00152371604864",Y,natural,N,B,settlement,breeding success (average number of offspring fledged per breeding attempt,Y,contrast,A,F,158,non-disperser,disperser,63,95,0.329,0.355,mean breeding success,SD,0.1349333169,0.1851890926,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data,"emailed for data Nov 28, 2023; emailed again Dec 20, 2023; authors sent the mean and SD, SD appears to be the SD of the estimate so converted SE to SD"
